2012/05/01,set([4039L, 6064L, 6003L, 6078L, 4694L, 6008L, 5950L]),3,0,0,7,7,0,0,0
2012/05/02,set([6340L, 4039L, 6345L, 6064L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),1,0,0,8,8,2,2,0
2012/05/03,set([6340L, 4039L, 6345L, 6475L, 6064L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),1,0,0,9,9,2,2,0
2012/05/04,set([4039L, 6475L, 6064L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),0,0,0,9,9,0,0,0
2012/05/05,set([4039L, 6475L, 6064L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),1,0,0,9,9,0,0,0
2012/05/06,set([4039L, 6475L, 6064L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),1,0,0,9,9,0,0,0
2012/05/07,set([4039L, 6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),1,1,0,10,10,0,0,0
2012/05/08,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),1,0,0,9,9,0,0,0
2012/05/09,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),0,0,0,9,9,0,0,0
2012/05/10,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),0,0,0,9,9,0,0,0
2012/05/11,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),0,0,0,9,9,0,0,0
2012/05/12,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),1,0,0,9,9,0,0,0
2012/05/13,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),0,0,0,9,9,0,0,0
2012/05/14,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),0,0,0,9,9,0,0,0
2012/05/15,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),0,0,0,9,9,0,0,0
2012/05/16,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),0,0,0,9,9,0,0,0
2012/05/17,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),0,0,0,9,9,0,0,0
2012/05/18,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),0,0,0,9,9,0,0,0
2012/05/19,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),0,0,0,9,9,0,0,0
2012/05/20,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),1,0,0,9,9,0,0,0
2012/05/21,set([6475L, 6064L, 6808L, 6003L, 6388L, 6078L, 4694L, 6008L, 5950L]),2,0,0,8,8,0,2,2
2012/05/22,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),1,0,0,6,6,0,2,2
2012/05/23,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),1,0,0,6,6,0,2,2
2012/05/24,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),0,0,0,6,6,0,2,2
2012/05/25,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),1,0,0,6,6,0,2,2
2012/05/26,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),0,0,0,6,6,0,2,2
2012/05/27,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),0,0,0,6,6,0,2,2
2012/05/28,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),0,0,0,6,6,0,2,2
2012/05/29,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),0,0,0,6,6,0,2,2
2012/05/30,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),0,0,0,6,6,0,2,2
2012/05/31,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),1,0,0,6,6,0,2,2
2012/06/01,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),1,0,0,6,6,0,2,2
2012/06/02,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),0,0,0,6,6,0,2,2
2012/06/03,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),2,0,0,6,6,0,2,2
2012/06/04,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),0,0,0,6,6,0,2,2
2012/06/05,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),1,0,0,6,6,0,2,2
2012/06/06,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),1,0,0,6,6,0,3,3
2012/06/07,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),0,0,0,5,5,0,3,3
2012/06/08,set([6475L, 6064L, 6808L, 6003L, 6388L, 4694L, 6008L, 6078L]),0,0,0,5,5,0,3,3
2012/06/09,set([6475L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),1,0,0,6,6,0,3,3
2012/06/10,set([6475L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),1,0,0,6,6,0,3,3
2012/06/11,set([6475L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),1,0,0,6,6,0,3,3
2012/06/12,set([6475L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),0,0,0,6,6,0,3,3
2012/06/13,set([6475L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),1,0,0,6,6,0,3,3
2012/06/14,set([6475L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),1,0,0,6,6,0,3,3
2012/06/15,set([6475L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),0,0,0,6,6,0,3,3
2012/06/16,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),1,0,0,7,7,0,3,3
2012/06/17,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),0,0,0,7,7,0,3,3
2012/06/18,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),0,0,0,7,7,0,3,3
2012/06/19,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),0,0,0,7,7,0,3,3
2012/06/20,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),0,0,0,7,7,0,3,3
2012/06/21,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),1,0,0,7,7,0,3,3
2012/06/22,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),1,0,0,7,7,0,3,3
2012/06/23,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),0,0,0,7,7,0,3,3
2012/06/24,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),0,0,0,7,7,0,3,3
2012/06/25,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),0,0,0,7,7,0,3,3
2012/06/26,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),0,0,0,7,7,0,3,3
2012/06/27,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),1,0,0,7,7,0,3,3
2012/06/28,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),0,0,0,7,7,0,3,3
2012/06/29,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),0,0,0,7,7,0,3,3
2012/06/30,set([6475L, 11725L, 6064L, 6808L, 6003L, 6388L, 10741L, 4694L, 6008L, 6078L]),1,0,0,7,7,0,3,3
2012/07/01,set([11725L, 6064L, 6808L, 6388L, 10741L, 6008L, 6078L]),2,1,0,6,6,0,1,1
2012/07/02,set([11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),1,0,0,5,5,0,1,1
2012/07/03,set([11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),1,0,0,5,5,0,1,1
2012/07/04,set([11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),1,0,0,5,5,0,1,1
2012/07/05,set([11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),1,0,0,5,5,0,1,1
2012/07/06,set([11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),1,0,0,5,5,0,1,1
2012/07/07,set([11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),0,0,0,5,5,0,1,1
2012/07/08,set([11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),1,0,0,5,5,0,1,1
2012/07/09,set([11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),0,0,0,5,5,0,1,1
2012/07/10,set([14885L, 11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),1,0,0,6,6,0,1,1
2012/07/11,set([14885L, 11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),1,0,0,6,6,0,1,1
2012/07/12,set([14885L, 11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),0,0,0,6,6,0,1,1
2012/07/13,set([14885L, 11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),0,0,0,6,6,0,1,1
2012/07/14,set([14885L, 11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),0,0,0,6,6,0,1,1
2012/07/15,set([14885L, 11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),0,0,0,6,6,0,1,1
2012/07/16,set([14885L, 11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),0,0,0,6,6,0,1,1
2012/07/17,set([14885L, 11725L, 6064L, 6808L, 10741L, 6008L, 6078L]),4,1,0,6,6,0,1,1
2012/07/18,set([6064L, 6808L, 15866L, 10741L, 6078L]),2,0,0,5,5,0,0,0
2012/07/19,set([6064L, 15896L, 10741L, 6808L, 15866L, 6078L]),0,0,0,5,5,1,1,0
2012/07/20,set([6064L, 15896L, 10741L, 6808L, 15866L, 6078L]),0,0,0,5,5,1,2,1
2012/07/21,set([6064L, 15896L, 10741L, 6808L, 15866L, 6078L]),0,0,0,4,4,1,2,1
2012/07/22,set([6064L, 15896L, 10741L, 6808L, 15866L, 6078L]),0,0,0,4,4,1,2,1
2012/07/23,set([6064L, 15896L, 10741L, 6808L, 15866L, 6078L]),1,0,0,4,4,1,2,1
2012/07/24,set([16482L, 6064L, 15896L, 10741L, 6808L, 15866L, 6078L]),1,0,0,5,5,1,2,1
2012/07/25,set([16482L, 6064L, 15896L, 10741L, 6808L, 15866L, 6078L]),0,0,0,5,5,1,2,1
2012/07/26,set([16482L, 6064L, 15896L, 10741L, 6808L, 15866L, 6078L]),0,0,0,5,5,1,2,1
2012/07/27,set([16482L, 6064L, 15896L, 10741L, 6808L, 15866L, 6078L]),0,0,0,5,5,1,2,1
2012/07/28,set([16482L, 6064L, 15896L, 10741L, 6808L, 15866L, 6078L]),0,0,0,5,5,1,2,1
2012/07/29,set([16482L, 6064L, 15896L, 10741L, 6808L, 15866L, 6078L]),0,0,0,5,5,1,2,1
2012/07/30,set([16482L, 6064L, 10741L, 6808L, 15866L, 6078L]),0,0,0,5,5,0,1,1
2012/07/31,set([16482L, 6064L, 10741L, 6808L, 15866L, 6078L]),0,0,0,5,5,0,1,1
2012/08/01,set([16482L, 6064L, 10741L, 6808L, 15866L, 6078L]),1,0,0,5,5,0,1,1
2012/08/02,set([6064L, 6808L, 16482L, 10741L, 6078L]),0,0,0,4,4,0,1,1
2012/08/03,set([6064L, 6808L, 16482L, 10741L, 6078L]),2,1,0,4,4,0,1,1
2012/08/04,set([16482L, 17643L, 6064L, 10741L, 6808L, 6078L]),2,0,0,5,5,0,1,1
2012/08/05,set([16482L, 17643L, 6064L, 10741L, 6808L, 6078L]),1,0,0,5,5,0,1,1
2012/08/06,set([16482L, 17643L, 6064L, 10741L, 6808L, 6078L]),0,0,0,5,5,0,1,1
2012/08/07,set([16482L, 17643L, 6064L, 10741L, 6808L, 6078L]),0,0,0,5,5,0,1,1
2012/08/08,set([16482L, 17643L, 6064L, 10741L, 6808L, 6078L]),0,0,0,5,5,0,1,1
2012/08/09,set([16482L, 17643L, 6064L, 10741L, 6808L, 6078L]),1,0,0,5,5,0,1,1
2012/08/10,set([16482L, 17643L, 6064L, 10741L, 18460L, 6078L]),2,1,0,6,6,0,0,0
2012/08/11,set([16482L, 17643L, 6064L, 10741L, 18460L, 6078L]),2,0,0,6,6,0,0,0
2012/08/12,set([16482L, 17643L, 6064L, 10741L, 18460L, 6078L]),1,0,0,6,6,0,0,0
2012/08/13,set([16482L, 17643L, 18460L, 10741L]),1,0,0,4,4,0,0,0
